arabic_name,english_name,source,original_arabic,original_english,arabic_normalized,english_cleaned,arabic_length,english_length
حاضيه,Hadhiyah,split,حاضيه - الجواح,Hadhiyah - Al-Jawah,حاضيه,Hadhiyah,5,8
الحد,Al-Had,split,الحد - المراتمه,Al-Had - Al-Maratimah,الحد,Al-Had,4,6
وادي مكسب,Wadi Makasab,split,وادي مكسب - المغربه السفلى,Wadi Makasab - Al-Maghribah Al-Sufla,وادي مكسب,Wadi Makasab,9,12
يعاقبه,Yaaqaba,split,يعاقبه - السبعه,Yaaqaba - Al-Sab’a,يعاقبه,Yaaqaba,6,7
الشقيراء,Al-Shaqira',split,الشقيراء - الحبوة البيضاء,Al-Shaqira' - Al-Habwa Al-Bayda',الشقيراء,Al-Shaqira',8,11
الحجاريه,Al-Hajariya,original,,,الحجاريه,Al-Hajariya,8,11
نوبة شقفات,Nawbat Shaqfat,split,بني مليك - نوبة شقفات,Bani Malik - Nawbat Shaqfat,نوبة شقفات,Nawbat Shaqfat,10,14
الكدش,Al-Kadash,split,رهبه - الكدش,Rahbah - Al-Kadash,الكدش,Al-Kadash,5,9
الردف,Al-Radf,split,الردف - المهريق,Al-Radf - Al-Mahriq,الردف,Al-Radf,5,7
الرجحه,Al-Rajhah,split,الرجحه - الدبيله,Al-Rajhah - Al-Dabilah,الرجحه,Al-Rajhah,6,9
الادروس,Al-Adrous,split,الادروس - شعب الزريعي,Al-Adrous - Sha'ab Al-Zari'i,الادروس,Al-Adrous,7,9
جعاشي,Ja'ashi,split,جعاشي - الرقاعية,Ja'ashi - Al-Ruqa'iya,جعاشي,Ja'ashi,5,7
العارضه,Al-'Arida,split,العارضه - المحيصب,Al-'Arida - Al-Muhaysib,العارضه,Al-'Arida,7,9
بوميه,Bumiya,split,بوميه - القطنه,Bumiya - Al-Qatna,بوميه,Bumiya,5,6
العراميه,Al-'Aramiyah,split,الصنمه - العراميه,Al-Sanmah - Al-'Aramiyah,العراميه,Al-'Aramiyah,8,12
البليلي,Al-Balili,split,البليلي - عزان,Al-Balili - Azzan,البليلي,Al-Balili,7,9
الكدحه,Al-Kadha,split,الكدحه - الحيدريه,Al-Kadha - Al-Haydariya,الكدحه,Al-Kadha,6,8
الشنيرج,Al-Shanirj,split,شعبو - الشنيرج,Sha'bo - Al-Shanirj,الشنيرج,Al-Shanirj,7,10
العفيرة,Al-Afira,split,العفيرة - النجارة,Al-Afira - An-Najara,العفيرة,Al-Afira,7,8
الحصحوص,Al-Hasahus,split,الزهارى - الحصحوص,Al-Zuhari - Al-Hasahus,الحصحوص,Al-Hasahus,7,10
بني دريغم,Bani Drigham,split,بني دريغم - المسبعه,Bani Drigham - Al-Musab'a,بني دريغم,Bani Drigham,9,12
الضيجه,Ad-Dhayjah,split,الضيجه - الصريح,Ad-Dhayjah - As-Sarih,الضيجه,Ad-Dhayjah,6,10
بير الدلو,Bir Al-Dalu,original,,,بير الدلو,Bir Al-Dalu,9,11
الميرخ,al-Mirkh,split,جبل الحكيمه - الميرخ,Jabal al-Hakimah - al-Mirkh,الميرخ,al-Mirkh,6,8
الطيشه,al-Tayshah,split,بني مليك - الطيشه,Bani Malik - al-Tayshah,الطيشه,al-Tayshah,6,10
الاقروض - النجـد,Al-Aqrouth -Al-Najd,original,,,الاقروض - النجد,Al-Aqrouth -Al-Najd,15,19
المخاء,Al-Mukha,split,المخاء - الميناء,Al-Mukha - Al-Mina',المخاء,Al-Mukha,6,8
الدردعى,Ad-Darda'i,split,الضيجه - الدردعى,Ad-Dhayjah - Ad-Darda'i,الدردعى,Ad-Darda'i,7,10
جبل الحكيمه,Jabal Al-Hakimah,split,جبل الحكيمه - القداعمه,Jabal Al-Hakimah - Al-Qada'imah,جبل الحكيمه,Jabal Al-Hakimah,11,16
نجد قسيم,Najd Qasim,split,النوازل - نجد قسيم,Al-Nawazil - Najd Qasim,نجد قسيم,Najd Qasim,8,10
الشعب,Al-Sha'ab,split,القحيزه - الشعب,Al-Qahizah - Al-Sha'ab,الشعب,Al-Sha'ab,5,9
ضراعه,Dhara'ah,split,المزانده - ضراعه,Al-Mazanda - Dhara'ah,ضراعه,Dhara'ah,5,8
المقلب,Al-Maqlab,split,المقلب - الخويفه,Al-Maqlab - Al-Khuwayfah,المقلب,Al-Maqlab,6,9
يعاقبه,Yaaqaba,split,يعاقبه - المقصوع,Yaaqaba - Al-Maqsou’,يعاقبه,Yaaqaba,6,7
الصنمه,Al-Sanmah,split,الصنمه - حريزه,Al-Sanmah - Harizah,الصنمه,Al-Sanmah,6,9
النوبه,Al-Nawbah,split,حصيب القوبه - النوبه,Hasib Al-Qubbah - Al-Nawbah,النوبه,Al-Nawbah,6,9
نوبة عامر,Nawbat Amer,split,نوبة عامر - العجمى,Nawbat Amer - Al-Ajami,نوبة عامر,Nawbat Amer,9,11
الحصن,Al-Hisn,split,الغيل - الحصن,Al-Ghayl - Al-Hisn,الحصن,Al-Hisn,5,7
الشاذلية,Al-Shadhiliyah,split,الشاذلية - الازوام,Al-Shadhiliyah - Al-Azwam,الشاذلية,Al-Shadhiliyah,8,14
الشبارة,Al-Shabarah,split,الشبارة - القوادر,Al-Shabarah - Al-Qawadir,الشبارة,Al-Shabarah,7,11
القمبرية,Al-Qambariyah,original,,,القمبرية,Al-Qambariyah,8,13
المناصيب,Al-Manasib,split,المناصيب - دار الخبت,Al-Manasib - Dar Al-Khabt,المناصيب,Al-Manasib,8,10
القليعه,Al-Qali'ah,split,العقمه - القليعه,Al-Aqmah - Al-Qali'ah,القليعه,Al-Qali'ah,7,10
الصنمه,Al-Sanmah,split,الصنمه - الخبيه,Al-Sanmah - Al-Khabiyah,الصنمه,Al-Sanmah,6,9
الحدجى,al-Hadji,split,جحزر - الحدجى,Jahzar - al-Hadji,الحدجى,al-Hadji,6,8
الكبه,Al-Kabbah,split,الشبارة - الكبه,Al-Shabara - Al-Kabbah,الكبه,Al-Kabbah,5,9
المعيانه,Al-Mu'ayyanah,split,مبتعه - المعيانه,Mabta'ah - Al-Mu'ayyanah,المعيانه,Al-Mu'ayyanah,8,13
الحديده,Al-Hadida,split,حنه العليا - الحديده,Hanna Al-Ulya - Al-Hadida,الحديده,Al-Hadida,7,9
نمره,Nimrah,split,نمره - نجدالمعينه,Nimrah - Najd Al-Mu'aynah,نمره,Nimrah,4,6
بوميه,Bumiya,split,بوميه - السقيع,Bumiya - Al-Saqee',بوميه,Bumiya,5,6
الرباعنه,Al-Raba'nah,split,الرباعنه - المراون,Al-Raba'nah - Al-Marawin,الرباعنه,Al-Raba'nah,8,11
جسر رسيان,Rasian Bridge,split,جسر رسيان - الهوايم,Rasian Bridge - Al-Hawaim,جسر رسيان,Rasian Bridge,9,13
المقرعة,Al-Maqra'ah,split,رهبه - المقرعة,Rahbah - Al-Maqra'ah,المقرعة,Al-Maqra'ah,7,11
الحجرة,Al-Hajrah,split,الطوير - الحجرة,Al-Tuwair - Al-Hajrah,الحجرة,Al-Hajrah,6,9
ام نزيله,Umm Nazilah,split,واحجه - ام نزيله,Wahjah - Umm Nazilah,ام نزيله,Umm Nazilah,8,11
الجدون,Al-Jadun,split,غيل الحاضنه - الجدون,Ghayl Al-Hadina - Al-Jadun,الجدون,Al-Jadun,6,8
عشاري,Ashari,split,بني عامر - عشاري,Bani Amer - Ashari,عشاري,Ashari,5,6
المقلب,Al-Maqlab,split,المقلب - شط عقاب,Al-Maqlab - Shat 'Uqab,المقلب,Al-Maqlab,6,9
المصافره,Al-Musafirah,split,الحجيره - المصافره,Al-Hujayrah - Al-Musafirah,المصافره,Al-Musafirah,8,12
الجبيه,al-Jubayyah,split,الجبيه - الوسيطان,al-Jubayyah - al-Wasitayn,الجبيه,al-Jubayyah,6,11
الحويص,Al-Huways,split,المقلب - الحويص,Al-Maqlab - Al-Huways,الحويص,Al-Huways,6,9
المدقوع,Al-Madqu',split,وادي موثب - المدقوع,Wadi Muthab - Al-Madqu',المدقوع,Al-Madqu',7,9
المضابي,Al-Madhabi,split,الرباعنه - المضابي,Al-Raba'nah - Al-Madhabi,المضابي,Al-Madhabi,7,10
بحاره,Bahara,split,بحاره - المرنوف,Bahara - Al-Marnouf,بحاره,Bahara,5,6
الضيجه,Al-Dhayjah,split,الضيجه - العلبه,Al-Dhayjah - Al-'Albah,الضيجه,Al-Dhayjah,6,10
الكدمة,al-Kadmah,split,الجبيه - الكدمة,al-Jubayyah - al-Kadmah,الكدمة,al-Kadmah,6,9
بني علي,Bani Ali,split,بني علي - الرقعه,Bani Ali - Al-Ruq'ah,بني علي,Bani Ali,7,8
الهليبي,Al-Hulaibi,original,,,الهليبي,Al-Hulaibi,7,10
النوازل,Al-Nawazil,split,النوازل - المصلاب,Al-Nawazil - Al-Musallab,النوازل,Al-Nawazil,7,10
الشبارة,Al-Shabarah,split,الشبارة - الدوار,Al-Shabarah - Al-Dawar,الشبارة,Al-Shabarah,7,11
بني علي,Bani Ali,split,بني علي - الهيجة,Bani Ali - Al-Hejah,بني علي,Bani Ali,7,8
القطنه,Al-Qatna,split,القطنه - التوبره,Al-Qatna - Al-Tawbara,القطنه,Al-Qatna,6,8
رداع - المداتن,Rada Al-Madaten,original,,,رداع - المداتن,Rada Al-Madaten,14,15
الحلقوم,Al-Halqum,split,الصنمه - الحلقوم,Al-Sunmah - Al-Halqum,الحلقوم,Al-Halqum,7,9
السويهره,Al Suwayhira,split,السويهره - السويهره,Al Suwayhira - Al Suwayhira,السويهره,Al Suwayhira,8,12
بني علي,Bani Ali,split,بني علي - القرف,Bani Ali - Al-Qarf,بني علي,Bani Ali,7,8
بني عامر,Bani Amer,split,بني عامر - شعبة الـركز,Bani Amer - Sha'bat al-Rukz,بني عامر,Bani Amer,8,9
الكدحه,Al-Kadha,original,,,الكدحه,Al-Kadha,6,8
الشقيراء,Al-Shuqayra,split,الشقيراء - الشعوبه,Al-Shuqayra - Al-Shu'ubah,الشقيراء,Al-Shuqayra,8,11
نجد العراعر,Najd Al-Ara'ir,split,العراعر - نجد العراعر,Al-Ara'ir - Najd Al-Ara'ir,نجد العراعر,Najd Al-Ara'ir,11,14
حاضيه,Hadhiyah,split,حاضيه - الاقفية,Hadhiyah - al-Aqfiyah,حاضيه,Hadhiyah,5,8
مقدم راس,Muqaddam Ras,split,مقدم راس - القحفه,Muqaddam Ras - Al-Qahfah,مقدم راس,Muqaddam Ras,8,12
المزانده,Al-Mazanda,split,المزانده - الحصبري,Al-Mazanda - Al-Hasbari,المزانده,Al-Mazanda,8,10
المعاصر,Al-Ma'asir,split,وادي مكسب - المعاصر,Wadi Makasab - Al-Ma'asir,المعاصر,Al-Ma'asir,7,10
الردف,Al-Radf,split,الردف - شعب حزام,Al-Radf - Sha'b Hizam,الردف,Al-Radf,5,7
وادي المعقم,Wadi Al-Mu'aqam,split,وادي المعقم - الحبوة الطويل,Wadi Al-Mu'aqam - Al-Habwa Al-Tawil,وادي المعقم,Wadi Al-Mu'aqam,11,15
العروش,Al-'Urush,split,الرواع - العروش,Ar-Rawa' - Al-'Urush,العروش,Al-'Urush,6,9
الطوير,Al-Tuwair,split,الطوير - حصب الشرابه,Al-Tuwair - Hasab Al-Sharabah,الطوير,Al-Tuwair,6,9
الرويه السفلى,Al-Ruwayya Al-Sufla,split,حنه العليا - الرويه السفلى,Hannah Al-Ulya - Al-Ruwayya Al-Sufla,الرويه السفلى,Al-Ruwayya Al-Sufla,13,19
يعاقبه,Yaaqaba,split,يعاقبه - السحنه,Yaaqaba - Al-sihnah,يعاقبه,Yaaqaba,6,7
القطع,Al-Qata',split,حنه العليا - القطع,Hannah Al-Ulya - Al-Qata',القطع,Al-Qata',5,8
القاعده,Al-Qa'idah,split,القاعده - القطف,Al-Qa'idah - Al-Qatif,القاعده,Al-Qa'idah,7,10
الردف,Al-Radf,split,الردف - وادي الرويعي,Al-Radf - Wadi Al-Ruwa'i,الردف,Al-Radf,5,7
الحجافيه,Al-Hajafiyah,split,الحجافيه - جبل قراد,Al-Hajafiyah - Jabal Qarad,الحجافيه,Al-Hajafiyah,8,12
الجرزين,Al-Jarzeen,split,شبيه - الجرزين,Shabih - Al-Jarzeen,الجرزين,Al-Jarzeen,7,10
الطويران,Al-Tuwairan,split,حنه العليا - الطويران,Hanna Al-Ulya - Al-Tuwairan,الطويران,Al-Tuwairan,8,11
الدوش,Al-Doush,split,الدوش - الغيبر,Al-Doush - Al-Ghaybar,الدوش,Al-Doush,5,8
حوجله,Hawjalah,split,القحيزه - حوجله,al-Qahizah - Hawjalah,حوجله,Hawjalah,5,8
الغيل,Al-Ghayl,split,الغيل - داجنه,Al-Ghayl - Dajna,الغيل,Al-Ghayl,5,8
المنقاعه,Al-Manqa'a,split,مبتعه - المنقاعه,Mubta'a - Al-Manqa'a,المنقاعه,Al-Manqa'a,8,10
مقدم راس,Muqaddam Ras,split,مقدم راس - عبيله,Muqaddam Ras - Abilah,مقدم راس,Muqaddam Ras,8,12
شعب البير,Sha'b Al-Bir,split,القشعه - شعب البير,Al-Qash'ah - Sha'b Al-Bir,شعب البير,Sha'b Al-Bir,9,12
حسي بن علوان,Hassi Bin Alwan,split,حسي بن علوان - حسي بن علوان,Hassi Bin Alwan - Hassi Bin Alwan,حسي بن علوان,Hassi Bin Alwan,12,15
الموسنه,Al-Musinah,split,الموسنه - حسى الحراز,Al-Musinah - Hasi Al-Haraz,الموسنه,Al-Musinah,7,10
الازيود,Al-Azyoud,split,الازيود - المهاجمة,Al-Azyoud - Al-Muhajima,الازيود,Al-Azyoud,7,9
الجبه,Al-Jabhah,split,القحيزه - الجبه,Al-Qahizah - Al-Jabhah,الجبه,Al-Jabhah,5,9
المرنوف,Al-Marnouf,split,بحاره - المرنوف,Bahara - Al-Marnouf,المرنوف,Al-Marnouf,7,10
المستشفى,Al-Mustashfa,split,بني الحكم - المستشفى,Bani Al-Hakam - Al-Mustashfa,المستشفى,Al-Mustashfa,8,12
الصـويره - البقور,Al-Sawerah-Al-Baqwr,original,,,الصويره - البقور,Al-Sawerah-Al-Baqwr,16,19
الكويحه,Al-Kuwayhah,split,الكويحه - شعب شقير,Al-Kuwayhah - Sha'ab Shuqayr,الكويحه,Al-Kuwayhah,7,11
الخبيه,Al-Khabiyah,split,الصنمه - الخبيه,Al-Sanmah - Al-Khabiyah,الخبيه,Al-Khabiyah,6,11
الجريب,Al-Jarib,split,الجريب - طوره,Al-Jarib - Turah,الجريب,Al-Jarib,6,8
العزيبه,Al-Aziba,split,الغيل - العزيبه,Al-Ghayl - Al-Aziba,العزيبه,Al-Aziba,7,8
الشقيراء,Al-Shuqayra,split,الشقيراء - شعب قيس,Al-Shuqayra - Sha'b Qays,الشقيراء,Al-Shuqayra,8,11
ذي البرع - المسيرب,Thee Al-Bara-Al-Musayrib,original,,,ذي البرع - المسيرب,Thee Al-Bara-Al-Musayrib,18,24
السويهره,Al-Suwayhirah,split,السويهره - شلان,Al-Suwayhirah - Shalan,السويهره,Al-Suwayhirah,8,13
الازيود,Al-Azyoud,split,الازيود - المجرانيه,Al-Azyoud - Al-Majraniya,الازيود,Al-Azyoud,7,9
الهقين,Al-Haqin,split,محاطبه - الهقين,Mahatabah - Al-Haqin,الهقين,Al-Haqin,6,8
الجمعة,Al-Jum'ah,split,الجمعة - العنصبة,Al-Jum'ah - Al-'Ansaba,الجمعة,Al-Jum'ah,6,9
الضيجه,Al-Dhayjah,split,الضيجه - شعبه المعلامه,Al-Dhayjah - Sha'bat Al-Ma'alamah,الضيجه,Al-Dhayjah,6,10
الاتيمه,Al-Atima,split,الاتيمه - الجاهلي,Al-Atima - Al-Jahili,الاتيمه,Al-Atima,7,8
العفيرة,Al-Afirah,split,العفيرة - رحنق,Al-Afirah - Rahnaq,العفيرة,Al-Afirah,7,9
الزرائب,al-Zara'ib,split,الركز - الزرائب,al-Rukz - al-Zara'ib,الزرايب,al-Zara'ib,7,10
الكديحة,Al-Kadihah,split,الكديحة - حسىالحافى,Al-Kadihah - Hassi Al-Hafi,الكديحة,Al-Kadihah,7,10
المرهوض,Al-Marhoudh,split,صفونه - المرهوض,Safuna - Al-Marhoudh,المرهوض,Al-Marhoudh,7,11
المبياضه,Al-Mubayadah,split,الحييمة - المبياضه,Al-Haymah - Al-Mubayadah,المبياضه,Al-Mubayadah,8,12
الحياجي,Al-Hayaji,split,الحياجي - الظهره,Al-Hayaji - Al-Dhahra,الحياجي,Al-Hayaji,7,9
النقيل,Al-Naqil,split,النوازل - النقيل,Al-Nawazil - Al-Naqil,النقيل,Al-Naqil,6,8
حصيب المشاهره,Hasib Al-Mashahirah,split,الشقيراء - حصيب المشاهره,Al-Shuqayra - Hasib Al-Mashahirah,حصيب المشاهره,Hasib Al-Mashahirah,13,19
الزهيرة,Al-Zuhaira,split,الزهيرة - كمب فشو,Al-Zuhaira - Camp Fasho,الزهيرة,Al-Zuhaira,7,10
الشعيب,Al-Shuaib,split,الشعيب - النوبه,Al-Shuaib - Al-Nawbah,الشعيب,Al-Shuaib,6,9
العلقميه,Al-Alqamiyah,split,الكدمه - العلقميه,Al-Kadmah - Al-Alqamiyah,العلقميه,Al-Alqamiyah,8,12
القحيفة,Al-Qahifah,split,الكويحه - القحيفة,Al-Kuwayhah - Al-Qahifah,القحيفة,Al-Qahifah,7,10
المحداده,al-Mahdadah,split,بني مليك - المحداده,Bani Malik - al-Mahdadah,المحداده,al-Mahdadah,8,11
الازيود,Al-Azyoud,split,الازيود - العرج,Al-Azyoud - Al-'Arj,الازيود,Al-Azyoud,7,9
الظهرالاعلى,Al-Dhahr Al-A'la,split,الظهر - الظهرالاعلى,Al-Dhahr - Al-Dhahr Al-A'la,الظهرالاعلى,Al-Dhahr Al-A'la,11,16
قروش,Qurosh,split,الحريقيه - قروش,Al-Hariqiya - Qurosh,قروش,Qurosh,4,6
الدول,Al-Dawl,split,بني علي - الدول,Bani Ali - Al-Dawl,الدول,Al-Dawl,5,7
الحليصة,Al-Halisa,split,الشبارة - الحليصة,Al-Shabara - Al-Halisa,الحليصة,Al-Halisa,7,9
الجاهلي,Al-Jahili,split,الكدحه - الجاهلي,Al-Kadha - Al-Jahili,الجاهلي,Al-Jahili,7,9
الوقف,Al-Waqf,split,مبتعه - الوقف,Mubta'a - Al-Waqf,الوقف,Al-Waqf,5,7
النوازل,Al-Nawazil,split,النوازل - اوجافــه,Al-Nawazil - Awjafa,النوازل,Al-Nawazil,7,10
الرجحه,Al-Rajhah,split,الرجحه - الهجينه,Al-Rajhah - Al-Hajinah,الرجحه,Al-Rajhah,6,9
هوب هادي,Hub Hadi,split,وادي البير - هوب هادي,Wadi Al-Bir - Hub Hadi,هوب هادي,Hub Hadi,8,8
الاشراف,al-Ashraf,split,بني عامر - الاشراف,Bani Amer - al-Ashraf,الاشراف,al-Ashraf,7,9
وادي سعاده,Wadi Sa'adah,split,وادي سعاده - شعب القماعر,Wadi Sa'adah - Sha'ab al-Qama'ir,وادي سعاده,Wadi Sa'adah,10,12
المحيلبة,Al-Mahilba,split,القطين - المحيلبة,Al-Qateen - Al-Mahilba,المحيلبة,Al-Mahilba,8,10
الغيل,Al-Ghayl,split,الغيل - الرواع,Al-Ghayl - Al-Rawaa,الغيل,Al-Ghayl,5,8
الهندى,Al-Hindi,split,الغوبقه - الهندى,Al-Ghubaqah - Al-Hindi,الهندى,Al-Hindi,6,8
الكدحه,Al-Kadha,split,الكدحه - السفيدة,Al-Kadha - Al-Safida,الكدحه,Al-Kadha,6,8
السكرنة,Al-Sukranah,split,السويداء - السكرنة,Al-Suwayda' - Al-Sukranah,السكرنة,Al-Sukranah,7,11
الراحه,Al-Raha,split,الضيجه - الراحه,Al-Dhayjah - Al-Raha,الراحه,Al-Raha,6,7
ذي البرع - السنـح,Thee Al-Bara-Al-Sanah,original,,,ذي البرع - السنح,Thee Al-Bara-Al-Sanah,16,21
الطوير,Al-Tuwair,split,الطوير - هيجه حصب زراع,Al-Tuwair - Hejah Hasab Zira'a,الطوير,Al-Tuwair,6,9
الاسبال,Al-Asbal,split,القشعه - الاسبال,Al-Qash'ah - Al-Asbal,الاسبال,Al-Asbal,7,8
السويهره,Al Suwayhira,split,السويهره - الذنبه,Al Suwayhira - Al-Dhanba,السويهره,Al Suwayhira,8,12
يعاقبه,Yaaqaba,split,يعاقبه - برح السيد,Yaaqaba - Barh Al-Sayyid,يعاقبه,Yaaqaba,6,7
الصريح,As-Sarih,split,الضيجه - الصريح,Ad-Dhayjah - As-Sarih,الصريح,As-Sarih,6,8
نمره,Nimrah,split,نمره - العذار,Nimrah - al-Adhar,نمره,Nimrah,4,6
رهبه,Rahbah,split,رهبه - المحجر,Rahbah - Al-Mahjar,رهبه,Rahbah,4,6
الصنمه,Al-Sunmah,split,الصنمه - عينان,Al-Sunmah - 'Aynan,الصنمه,Al-Sunmah,6,9
الصفاء,Al-Safa,split,الطليله - الصفاء,Al-Talilah - Al-Safa,الصفاء,Al-Safa,6,7
الطوير,Al-Tuwair,split,الطوير - الكدف,Al-Tuwair - Al-Kadf,الطوير,Al-Tuwair,6,9
مقدم راس,Muqaddam Ras,split,مقدم راس - الحطيب,Muqaddam Ras - Al-Hutaib,مقدم راس,Muqaddam Ras,8,12
الزغبري,Al-Zaghbari,split,الزغبري - دار صالح,Al-Zaghbari - Dar Saleh,الزغبري,Al-Zaghbari,7,11
الشقيره,Al-Shuqayrah,split,الحييمة - الشقيره,Al-Haymah - Al-Shuqayrah,الشقيره,Al-Shuqayrah,7,12
الهنيب,Al-Hunayb,split,الصنمه - الهنيب,Al-Sunmah - Al-Hunayb,الهنيب,Al-Hunayb,6,9
رهبه,Rahbah,split,رهبه - الصوب,Rahbah - Al-Sawb,رهبه,Rahbah,4,6
البوالع,Al-Bawali,split,الغرافي - البوالع,Al-Gharrafi - Al-Bawali,البوالع,Al-Bawali,7,9
الذنبه,Al-Dhanba,split,بوميه - الذنبه,Bumiya - Al-Dhanba,الذنبه,Al-Dhanba,6,9
التعبره,Al-Ta'abrah,split,الرباعنه - التعبره,Al-Raba'nah - Al-Ta'abrah,التعبره,Al-Ta'abrah,7,11
الردف,Al-Radf,split,الردف - القوز,Al-Radf - Al-Qawz,الردف,Al-Radf,5,7
بني علي,Bani Ali,split,بني علي - الصيفيه,Bani Ali - Al-Sayfiyah,بني علي,Bani Ali,7,8
القشايب,Al-Qashayib,split,الغيل - القشايب,Al-Ghayl - Al-Qashayib,القشايب,Al-Qashayib,7,11
